id,filename,status,issue_codes,path
queue_barrier_straight_01,queue_barrier_straight_01.png,warning,touching_canvas_edge,C:\Users\USER\RastalR-Modern\staging\pending\normalized\queue_barrier_straight_01.png
queue_ticket_dispenser_01,queue_ticket_dispenser_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\queue_ticket_dispenser_01.png
radiography_table_system_01,radiography_table_system_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\radiography_table_system_01.png
radiology_contrast_injector_01,radiology_contrast_injector_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\radiology_contrast_injector_01.png
radiology_lead_apron_rack_01,radiology_lead_apron_rack_01.png,warning,touching_canvas_edge,C:\Users\USER\RastalR-Modern\staging\pending\normalized\radiology_lead_apron_rack_01.png
radiology_patient_step_platform_01,radiology_patient_step_platform_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\radiology_patient_step_platform_01.png
radiology_patient_transfer_board_rack_01,radiology_patient_transfer_board_rack_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\radiology_patient_transfer_board_rack_01.png
radiology_positioning_aids_cart_01,radiology_positioning_aids_cart_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\radiology_positioning_aids_cart_01.png
radiology_workstation_01,radiology_workstation_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\radiology_workstation_01.png
reception_counter_accessible_01,reception_counter_accessible_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\reception_counter_accessible_01.png
reception_counter_corner_01,reception_counter_corner_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\reception_counter_corner_01.png
reception_counter_small_01,reception_counter_small_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\reception_counter_small_01.png
reception_counter_straight_01,reception_counter_straight_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\reception_counter_straight_01.png
reception_information_stand_01,reception_information_stand_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\reception_information_stand_01.png
reception_medical_sign_stand_01,reception_medical_sign_stand_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\reception_medical_sign_stand_01.png
recycling_bin_01,recycling_bin_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\recycling_bin_01.png
refrigerated_centrifuge_01,refrigerated_centrifuge_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\refrigerated_centrifuge_01.png
self_checkin_kiosk_01,self_checkin_kiosk_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\self_checkin_kiosk_01.png
sharps_bin_01,sharps_bin_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\sharps_bin_01.png
small_medical_tray_01,small_medical_tray_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\small_medical_tray_01.png
specimen_storage_cabinet_01,specimen_storage_cabinet_01.png,pass,,C:\Users\USER\RastalR-Modern\staging\pending\normalized\specimen_storage_cabinet_01.png
